,SectionID,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,max_i_ka,df,parallel,type,in_service,coords,FromNodeID,ToNodeID
409,43843152,,1715.0,1752.0,0.04,0.4476,0.083,0.005628921575691713,0.174,1.0,1.0,cs,True,"[(553817.253, 146298.613), (553832.325, 146295.992)]",42681505,42784573
410,43939245,,1025.0,1760.0,0.032,4.71,0.12,0.02573240793725066,0.05,1.0,1.0,cs,True,"[(553735.644, 146274.79), (553742.872, 146304.74800000002)]",42692394,42673697
411,43904775,,670.0,1760.0,0.013,2.1181,0.094,0.00691136629719886,0.075,1.0,1.0,cs,True,"[(553745.0920000001, 146307.101), (553742.872, 146304.74800000002)]",42751425,42673697
412,43825409,,1025.0,1739.0,0.001,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553735.644, 146274.79), (553733.754, 146274.135)]",42692394,42679796
413,43848649,,659.0,1739.0,0.032,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553729.915, 146311.452), (553733.754, 146274.135)]",42841526,42679796
414,43907352,,552.0,1734.0,0.023,0.3099,0.087,0.0107178654562036,0.18,1.0,1.0,cs,True,"[(553729.975, 146272.826), (553733.392, 146262.958)]",42692718,183027633
415,183029892,,2079.0,1734.0,0.083,0.2466,0.082,0.015110841974070288,0.308,1.0,1.0,cs,True,"[(553777.5331369999, 146285.372435), (553733.392, 146262.958)]",183020324,183027633
416,52848636,,3109.0,1985.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553764.0, 146374.0), (553763.799459, 146377.366973)]",42903116,52848634
417,183020287,,2626.0,2076.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553778.0, 146288.0), (553776.0624060001, 146286.725128)]",183019215,183020284
418,43906052,,758.0,740.0,0.005,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(553770.448, 146286.363), (553771.878, 146285.048)]",42717010,183027572
419,183029846,,2076.0,740.0,0.007,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(553776.0624060001, 146286.725128), (553771.878, 146285.048)]",183020284,183027572
420,52112538,,3101.0,2484.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553812.0, 146321.0), (553808.2237229999, 146325.001444)]",42968991,52112536
421,52112498,,3104.0,2481.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553812.0, 146321.0), (553805.63057, 146319.601626)]",42970003,52112496
422,183029956,,2082.0,1709.0,0.014,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(553778.629266, 146284.364281), (553793.881, 146275.774)]",183020352,183027576
423,43966716,,2178.0,1983.0,0.13,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(553712.8529279999, 146441.040931), (553760.563644, 146374.238298)]",52903130,52848610
424,52848612,,3110.0,1983.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553764.0, 146374.0), (553760.563644, 146374.238298)]",42903115,52848610
425,43906034,,1687.0,1041.0,0.002,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(553759.264, 146259.74800000002), (553759.965, 146258.62900000002)]",183027626,42713891
426,183029875,,1687.0,2078.0,0.045,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(553759.264, 146259.74800000002), (553780.475218, 146282.66648299998)]",183027626,183020312
427,44028667,,1897.0,757.0,0.19,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(553729.596573, 146314.138957), (553676.709, 146214.383)]",52856946,42855133
428,52112522,,3111.0,2483.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553812.0, 146321.0), (553808.6190010001, 146316.600679)]",42967485,52112520
429,52112562,,3102.0,2486.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553812.0, 146321.0), (553817.610936, 146318.825564)]",42875743,52112560
430,43966718,,1986.0,1368.0,0.065,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(553759.089388, 146375.699735), (553713.443, 146380.84900000002)]",52848642,42677875
431,183020327,,2613.0,2079.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553778.0, 146288.0), (553777.5331369999, 146285.372435)]",183019221,183020324
432,183029056,,2482.0,1982.0,0.12,0.154,0.071,3.1830988618379066,0.375,1.0,1.0,cs,True,"[(553806.981491, 146323.76439300002), (553764.985928, 146369.85447)]",52112504,183051638
433,183029643,,2481.0,2081.0,0.073,0.154,0.071,3.1830988618379066,0.375,1.0,1.0,cs,True,"[(553805.63057, 146319.601626), (553777.5635899999, 146291.458342)]",52112496,183020343
434,43895491,,2485.0,805.0,0.022,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(553816.109439, 146317.330328), (553812.218, 146300.896)]",52112544,42779307
435,52848644,,3114.0,1986.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553764.0, 146374.0), (553759.089388, 146375.699735)]",42903117,52848642
436,183051641,,1982.0,2622.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553764.985928, 146369.85447), (553764.0, 146374.0)]",183051638,183051609
437,183020303,,2610.0,2077.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553778.0, 146288.0), (553781.7744270001, 146287.585462)]",183019217,183020300
438,183020346,,2081.0,2624.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553777.5635899999, 146291.458342), (553778.0, 146288.0)]",183020343,183019210
439,44033434,,1109.0,598.0,0.001,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(553819.395, 146293.69), (553818.689, 146292.894)]",42842388,42790218
440,43896021,,2484.0,1704.0,0.05,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(553808.2237229999, 146325.001444), (553779.91, 146320.203)]",52112536,42782783
441,52856956,,2621.0,1898.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553733.0, 146314.0), (553732.7612470001, 146317.33911600002)]",42981630,52856954
442,43895416,,2486.0,1469.0,0.024,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(553817.610936, 146318.825564), (553827.145, 146315.762)]",52112560,42763533
443,52112570,,3115.0,2487.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553812.0, 146321.0), (553814.607905, 146315.83505599998)]",42888047,52112568
444,44023331,,1899.0,1312.0,0.005,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(553735.662216, 146314.568857), (553740.961, 146320.12300000002)]",52856962,42840892
445,52902316,,3119.0,1902.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553673.0, 146194.0), (553675.900083, 146198.48220899998)]",42933936,52902314
